academicYearId,sendingCollege,receivingUniversity,major,requirement_title,for_course,deanza_equiv
75,De Anza College,UCLA,Comparative Literature/B.A.,LOWER DIVISION MAJOR REQUIREMENTS,ENGL 10A,ELIT 46B and ELIT 46A and ELIT 46AH
75,De Anza College,UCLA,Comparative Literature/B.A.,LOWER DIVISION MAJOR REQUIREMENTS,ENGL 10C,ELIT 46CH and ELIT 46C
75,De Anza College,UCLA,Data Theory/B.S.,LOWER DIVISION MAJOR REQUIREMENTS,MATH 32A,MATH 1C
75,De Anza College,UCLA,Data Theory/B.S.,LOWER DIVISION MAJOR REQUIREMENTS,MATH 32B,MATH 1D
75,De Anza College,UCLA,Data Theory/B.S.,LOWER DIVISION MAJOR REQUIREMENTS,MATH 33A,MATH 2B
75,De Anza College,UCLA,Data Theory/B.S.,LOWER DIVISION MAJOR REQUIREMENTS,MATH 33B,MATH 2A
75,De Anza College,UCLA,Data Theory/B.S.,LOWER DIVISION MAJOR REQUIREMENTS,MATH 31B,(MATH 1BH and MATH 1C) and (MATH 1C and MATH 1B) and (MATH 1CH and MATH 1B) and (MATH 1BH and MATH 1CH)
75,De Anza College,UCLA,Data Theory/B.S.,LOWER DIVISION MAJOR REQUIREMENTS,MATH 31A,MATH 1A
75,De Anza College,UCLA,Data Theory/B.S.,LOWER DIVISION MAJOR REQUIREMENTS,COMPTNG 10A,(CIS 22B and CIS 22A) and CIS 27
75,De Anza College,UCLA,Data Theory/B.S.,LOWER DIVISION MAJOR REQUIREMENTS,STATS 20,CIS 44H
75,De Anza College,UCLA,Data Theory/B.S.,LOWER DIVISION MAJOR REQUIREMENTS,STATS 10,MATH 10
75,De Anza College,UCLA,Data Theory/B.S.,LOWER DIVISION MAJOR REQUIREMENTS,STATS 12,MATH 10
75,De Anza College,UCLA,Data Theory/B.S.,LOWER DIVISION MAJOR REQUIREMENTS,STATS 13,MATH 10
75,De Anza College,UCLA,Atmospheric and Oceanic Sciences/B.S.,LOWER DIVISION MAJOR REQUIREMENTS,COMPTNG 10A,(CIS 22B and CIS 22A) and CIS 27
75,De Anza College,UCLA,Atmospheric and Oceanic Sciences/B.S.,LOWER DIVISION MAJOR REQUIREMENTS,MATH 31A,MATH 1A
75,De Anza College,UCLA,Atmospheric and Oceanic Sciences/B.S.,LOWER DIVISION MAJOR REQUIREMENTS,MATH 31B,(MATH 1BH and MATH 1C) and (MATH 1C and MATH 1B) and (MATH 1CH and MATH 1B) and (MATH 1BH and MATH 1CH)
75,De Anza College,UCLA,Atmospheric and Oceanic Sciences/B.S.,LOWER DIVISION MAJOR REQUIREMENTS,MATH 32A,MATH 1C
75,De Anza College,UCLA,Atmospheric and Oceanic Sciences/B.S.,LOWER DIVISION MAJOR REQUIREMENTS,MATH 32B,MATH 1D
75,De Anza College,UCLA,Atmospheric and Oceanic Sciences/B.S.,LOWER DIVISION MAJOR REQUIREMENTS,MATH 33A,MATH 2B
75,De Anza College,UCLA,Atmospheric and Oceanic Sciences/B.S.,LOWER DIVISION MAJOR REQUIREMENTS,MATH 33B,MATH 2A
75,De Anza College,UCLA,Atmospheric and Oceanic Sciences/B.S.,LOWER DIVISION MAJOR REQUIREMENTS,CHEM 20A,(CHEM 1B and CHEM 1A)
75,De Anza College,UCLA,Atmospheric and Oceanic Sciences/B.S.,LOWER DIVISION MAJOR REQUIREMENTS,CHEM 20B,(CHEM 1B and CHEM 1C)
75,De Anza College,UCLA,Labor Studies/B.A.,LOWER DIVISION MAJOR REQUIREMENTS,ASIA AM 10,ASAM 1 and NAIS 31 and ASAM 11
75,De Anza College,UCLA,Labor Studies/B.A.,LOWER DIVISION MAJOR REQUIREMENTS,ASIA AM 20,ASAM 10 and ASAM 13 and ASAM 30
75,De Anza College,UCLA,Labor Studies/B.A.,LOWER DIVISION MAJOR REQUIREMENTS,ASIA AM 40,ASAM 12
75,De Anza College,UCLA,Labor Studies/B.A.,LOWER DIVISION MAJOR REQUIREMENTS,ASIA AM 50,ASAM 22
75,De Anza College,UCLA,Labor Studies/B.A.,LOWER DIVISION MAJOR REQUIREMENTS,GENDER 10,WMST 1
75,De Anza College,UCLA,Labor Studies/B.A.,LOWER DIVISION MAJOR REQUIREMENTS,POL SCI 60,POLI 15
75,De Anza College,UCLA,American Indian Studies/B.A.,LOWER DIVISION MAJOR REQUIREMENTS,STATS 12,MATH 10
75,De Anza College,UCLA,American Indian Studies/B.A.,LOWER DIVISION MAJOR REQUIREMENTS,ANTHRO 3,ANTH 2
75,De Anza College,UCLA,American Indian Studies/B.A.,LOWER DIVISION MAJOR REQUIREMENTS,GENDER 10,WMST 1
75,De Anza College,UCLA,American Indian Studies/B.A.,LOWER DIVISION MAJOR REQUIREMENTS,POL SCI 40,(POLI 1 or POLI 1H)
75,De Anza College,UCLA,International Development Studies/B.A.,ECONOMICS,ECON 2,ECON 1H and ECON 1
75,De Anza College,UCLA,International Development Studies/B.A.,ECONOMICS,ECON 1,ECON 2 and ECON 2H
75,De Anza College,UCLA,International Development Studies/B.A.,METHODOLOGY COURSES,SOCIOL 20,SOC 14
75,De Anza College,UCLA,International Development Studies/B.A.,SOCIAL SCIENCE,ANTHRO 3,ANTH 2
75,De Anza College,UCLA,International Development Studies/B.A.,SOCIAL SCIENCE,GEOG 3,GEO 4
75,De Anza College,UCLA,International Development Studies/B.A.,SOCIAL SCIENCE,GEOG 6,GEO 10
75,De Anza College,UCLA,International Development Studies/B.A.,SOCIAL SCIENCE,HIST 22,HIST 3C
75,De Anza College,UCLA,International Development Studies/B.A.,SOCIAL SCIENCE,GENDER 10,WMST 1
75,De Anza College,UCLA,International Development Studies/B.A.,SOCIAL SCIENCE,POL SCI 20,POLI 3
75,De Anza College,UCLA,International Development Studies/B.A.,SOCIAL SCIENCE,POL SCI 50,POLI 2
75,De Anza College,UCLA,International Development Studies/B.A.,SOCIAL SCIENCE,SOCIOL 1,SOC 1
75,De Anza College,UCLA,Art History/B.A.,LOWER DIVISION MAJOR REQUIREMENTS,ART HIS 20,ARTS 2A
75,De Anza College,UCLA,Art History/B.A.,LOWER DIVISION MAJOR REQUIREMENTS,ART HIS 23,(ARTS 2C and ARTS 2D)
75,De Anza College,UCLA,Art History/B.A.,LOWER DIVISION MAJOR REQUIREMENTS,ART HIS 22,ARTS 2C
75,De Anza College,UCLA,Art History/B.A.,LOWER DIVISION MAJOR REQUIREMENTS,ART HIS 21,ARTS 2B
75,De Anza College,UCLA,Art History/B.A.,LOWER DIVISION MAJOR REQUIREMENTS,ART HIS 27,ARTS 2H
75,De Anza College,UCLA,Art History/B.A.,LOWER DIVISION MAJOR REQUIREMENTS,ART HIS 31,ARTS 2G
75,De Anza College,UCLA,Asian American Studies/B.A.,LOWER DIVISION MAJOR REQUIREMENTS,ASIA AM 10,ASAM 1 and NAIS 31 and ASAM 11
75,De Anza College,UCLA,Asian American Studies/B.A.,LOWER DIVISION MAJOR REQUIREMENTS,ASIA AM 20,ASAM 10 and ASAM 13 and ASAM 30
75,De Anza College,UCLA,Asian American Studies/B.A.,LOWER DIVISION MAJOR REQUIREMENTS,ASIA AM 30,ASAM 21 and ASAM 20 and ASAM 32
75,De Anza College,UCLA,Asian American Studies/B.A.,LOWER DIVISION MAJOR REQUIREMENTS,ASIA AM 40,ASAM 12
75,De Anza College,UCLA,Asian American Studies/B.A.,LOWER DIVISION MAJOR REQUIREMENTS,ASIA AM 50,ASAM 22
75,De Anza College,UCLA,Linguistics and Philosophy/B.A.,LOWER DIVISION MAJOR REQUIREMENTS,PHILOS 31,PHIL 7
75,De Anza College,UCLA,Linguistics and Philosophy/B.A.,LOWER DIVISION MAJOR REQUIREMENTS,PHILOS 7,PHIL 1
75,De Anza College,UCLA,Economics/B.A.,LOWER DIVISION MAJOR REQUIREMENTS,ECON 1,ECON 2 and ECON 2H
75,De Anza College,UCLA,Economics/B.A.,LOWER DIVISION MAJOR REQUIREMENTS,ECON 2,ECON 1H and ECON 1
75,De Anza College,UCLA,Economics/B.A.,LOWER DIVISION MAJOR REQUIREMENTS,MATH 31A,MATH 1A
75,De Anza College,UCLA,Economics/B.A.,LOWER DIVISION MAJOR REQUIREMENTS,MATH 31B,(MATH 1BH and MATH 1C) and (MATH 1C and MATH 1B) and (MATH 1CH and MATH 1B) and (MATH 1BH and MATH 1CH)
75,De Anza College,UCLA,Linguistics and Asian Languages and Cultures/B.A.,LOWER DIVISION MAJOR REQUIREMENTS,ANTHRO 4,ANTH 6
75,De Anza College,UCLA,Asian Religions/B.A.,LOWER DIVISION MAJOR REQUIREMENTS,ASIA AM 30,ASAM 21 and ASAM 20 and ASAM 32
75,De Anza College,UCLA,Linguistics and Anthropology/B.A.,LOWER DIVISION MAJOR REQUIREMENTS,ANTHRO 4,ANTH 6
75,De Anza College,UCLA,Mathematics for Teaching/B.S.,LOWER DIVISION MAJOR REQUIREMENTS,MATH 32A,MATH 1C
75,De Anza College,UCLA,Mathematics for Teaching/B.S.,LOWER DIVISION MAJOR REQUIREMENTS,MATH 32B,MATH 1D
75,De Anza College,UCLA,Mathematics for Teaching/B.S.,LOWER DIVISION MAJOR REQUIREMENTS,MATH 33A,MATH 2B
75,De Anza College,UCLA,Mathematics for Teaching/B.S.,LOWER DIVISION MAJOR REQUIREMENTS,MATH 33B,MATH 2A
75,De Anza College,UCLA,Mathematics for Teaching/B.S.,LOWER DIVISION MAJOR REQUIREMENTS,MATH 61,MATH 22
75,De Anza College,UCLA,Mathematics for Teaching/B.S.,LOWER DIVISION MAJOR REQUIREMENTS,MATH 31B,(MATH 1BH and MATH 1C) and (MATH 1C and MATH 1B) and (MATH 1CH and MATH 1B) and (MATH 1BH and MATH 1CH)
75,De Anza College,UCLA,Mathematics for Teaching/B.S.,LOWER DIVISION MAJOR REQUIREMENTS,MATH 31A,MATH 1A
75,De Anza College,UCLA,Mathematics for Teaching/B.S.,LOWER DIVISION MAJOR REQUIREMENTS,PHYSICS 1A,PHYS 4A
75,De Anza College,UCLA,Mathematics for Teaching/B.S.,LOWER DIVISION MAJOR REQUIREMENTS,PHYSICS 5A,PHYS 2A
75,De Anza College,UCLA,Mathematics for Teaching/B.S.,LOWER DIVISION MAJOR REQUIREMENTS,COMPTNG 10A,(CIS 22B and CIS 22A) and CIS 27
75,De Anza College,UCLA,Mathematics for Teaching/B.S.,LOWER DIVISION MAJOR REQUIREMENTS,PHYSICS 5C,PHYS 2B
75,De Anza College,UCLA,Mathematics for Teaching/B.S.,LOWER DIVISION MAJOR REQUIREMENTS,PHYSICS 5B,PHYS 2C
75,De Anza College,UCLA,Mathematics for Teaching/B.S.,LOWER DIVISION MAJOR REQUIREMENTS,COMPTNG 10B,CIS 28
75,De Anza College,UCLA,Mathematics for Teaching/B.S.,LOWER DIVISION MAJOR REQUIREMENTS,PHYSICS 1C,PHYS 4C
75,De Anza College,UCLA,Mathematics for Teaching/B.S.,LOWER DIVISION MAJOR REQUIREMENTS,PHYSICS 1B,PHYS 4B
75,De Anza College,UCLA,Linguistics and English/B.A.,LOWER DIVISION MAJOR REQUIREMENTS,ENGL 4W,EWRT 1C
75,De Anza College,UCLA,Linguistics and English/B.A.,LOWER DIVISION MAJOR REQUIREMENTS,ENGL 10A,ELIT 46B and ELIT 46A and ELIT 46AH
75,De Anza College,UCLA,Linguistics and English/B.A.,LOWER DIVISION MAJOR REQUIREMENTS,ENGL 10C,ELIT 46CH and ELIT 46C
75,De Anza College,UCLA,Mathematics of Computation/B.S.,LOWER DIVISION MAJOR REQUIREMENTS,MATH 31B,(MATH 1BH and MATH 1C) and (MATH 1C and MATH 1B) and (MATH 1CH and MATH 1B) and (MATH 1BH and MATH 1CH)
75,De Anza College,UCLA,Mathematics of Computation/B.S.,LOWER DIVISION MAJOR REQUIREMENTS,MATH 32A,MATH 1C
75,De Anza College,UCLA,Mathematics of Computation/B.S.,LOWER DIVISION MAJOR REQUIREMENTS,MATH 32B,MATH 1D
75,De Anza College,UCLA,Mathematics of Computation/B.S.,LOWER DIVISION MAJOR REQUIREMENTS,MATH 33A,MATH 2B
75,De Anza College,UCLA,Mathematics of Computation/B.S.,LOWER DIVISION MAJOR REQUIREMENTS,MATH 33B,MATH 2A
75,De Anza College,UCLA,Mathematics of Computation/B.S.,LOWER DIVISION MAJOR REQUIREMENTS,MATH 61,MATH 22
75,De Anza College,UCLA,Mathematics of Computation/B.S.,LOWER DIVISION MAJOR REQUIREMENTS,MATH 31A,MATH 1A
75,De Anza College,UCLA,Mathematics of Computation/B.S.,LOWER DIVISION MAJOR REQUIREMENTS,PHYSICS 1A,PHYS 4A
75,De Anza College,UCLA,Mathematics of Computation/B.S.,LOWER DIVISION MAJOR REQUIREMENTS,PHYSICS 1B,PHYS 4B
75,De Anza College,UCLA,Mathematics of Computation/B.S.,LOWER DIVISION MAJOR REQUIREMENTS,COMPTNG 10A,(CIS 22B and CIS 22A) and CIS 27
75,De Anza College,UCLA,Mathematics of Computation/B.S.,LOWER DIVISION MAJOR REQUIREMENTS,COMPTNG 10B,CIS 28
75,De Anza College,UCLA,Mathematics of Computation/B.S.,LOWER DIVISION MAJOR REQUIREMENTS,CHEM 20B,(CHEM 1B and CHEM 1C)
75,De Anza College,UCLA,Mathematics of Computation/B.S.,LOWER DIVISION MAJOR REQUIREMENTS,PHYSICS 1C,PHYS 4C
75,De Anza College,UCLA,Mathematics of Computation/B.S.,LOWER DIVISION MAJOR REQUIREMENTS,CHEM 20A,(CHEM 1B and CHEM 1A)
75,De Anza College,UCLA,African and Middle Eastern Studies/B.A.,INTERNATIONAL ECONOMICS OPTION,POL SCI 50,POLI 2
75,De Anza College,UCLA,African and Middle Eastern Studies/B.A.,INTERNATIONAL ECONOMICS OPTION,ECON 1,ECON 2 and ECON 2H
75,De Anza College,UCLA,African and Middle Eastern Studies/B.A.,INTERNATIONAL ECONOMICS OPTION,ECON 2,ECON 1H and ECON 1
75,De Anza College,UCLA,African and Middle Eastern Studies/B.A.,INTERNATIONAL ECONOMICS OPTION,GEOG 6,GEO 10
75,De Anza College,UCLA,African and Middle Eastern Studies/B.A.,INTERNATIONAL ECONOMICS OPTION,SOCIOL 1,SOC 1
75,De Anza College,UCLA,African and Middle Eastern Studies/B.A.,INTERNATIONAL ECONOMICS OPTION,GEOG 3,GEO 4
75,De Anza College,UCLA,African and Middle Eastern Studies/B.A.,INTERNATIONAL ECONOMICS OPTION,ANTHRO 3,ANTH 2
75,De Anza College,UCLA,African and Middle Eastern Studies/B.A.,INTERNATIONAL ECONOMICS OPTION,HIST 22,HIST 3C
75,De Anza College,UCLA,History/B.A.,LOWER DIVISION MAJOR REQUIREMENTS,HIST 1A,(HIST 6AH or HIST 6A)
75,De Anza College,UCLA,History/B.A.,LOWER DIVISION MAJOR REQUIREMENTS,HIST 1B,HIST 6B
75,De Anza College,UCLA,History/B.A.,LOWER DIVISION MAJOR REQUIREMENTS,HIST 1C,HIST 6C
75,De Anza College,UCLA,History/B.A.,LOWER DIVISION MAJOR REQUIREMENTS,HIST 20,HIST 3A
75,De Anza College,UCLA,History/B.A.,LOWER DIVISION MAJOR REQUIREMENTS,HIST 21,HIST 3B
75,De Anza College,UCLA,History/B.A.,LOWER DIVISION MAJOR REQUIREMENTS,HIST 22,HIST 3C
75,De Anza College,UCLA,Disability Studies/B.A.,LOWER DIVISION MAJOR REQUIREMENTS,ANTHRO 3,ANTH 2
75,De Anza College,UCLA,Disability Studies/B.A.,LOWER DIVISION MAJOR REQUIREMENTS,SOCIOL 1,SOC 1
75,De Anza College,UCLA,Disability Studies/B.A.,LOWER DIVISION MAJOR REQUIREMENTS,ASIA AM 10,ASAM 1 and NAIS 31 and ASAM 11
75,De Anza College,UCLA,Disability Studies/B.A.,LOWER DIVISION MAJOR REQUIREMENTS,GENDER 10,WMST 1
75,De Anza College,UCLA,Disability Studies/B.A.,LOWER DIVISION MAJOR REQUIREMENTS,ASIA AM 20,ASAM 10 and ASAM 13 and ASAM 30
75,De Anza College,UCLA,Disability Studies/B.A.,LOWER DIVISION MAJOR REQUIREMENTS,ASIA AM 30,ASAM 21 and ASAM 20 and ASAM 32
75,De Anza College,UCLA,Disability Studies/B.A.,LOWER DIVISION MAJOR REQUIREMENTS,ASIA AM 40,ASAM 12
75,De Anza College,UCLA,Disability Studies/B.A.,LOWER DIVISION MAJOR REQUIREMENTS,ASIA AM 50,ASAM 22
75,De Anza College,UCLA,Disability Studies/B.A.,LOWER DIVISION MAJOR REQUIREMENTS,PHILOS 22,PHIL 8
75,De Anza College,UCLA,Disability Studies/B.A.,LOWER DIVISION MAJOR REQUIREMENTS,STATS 10,MATH 10
75,De Anza College,UCLA,Disability Studies/B.A.,LOWER DIVISION MAJOR REQUIREMENTS,STATS 13,MATH 10
75,De Anza College,UCLA,Applied Mathematics/B.S.,LOWER DIVISION MAJOR REQUIREMENTS,MATH 33A,MATH 2B
75,De Anza College,UCLA,Applied Mathematics/B.S.,LOWER DIVISION MAJOR REQUIREMENTS,MATH 33B,MATH 2A
75,De Anza College,UCLA,Applied Mathematics/B.S.,LOWER DIVISION MAJOR REQUIREMENTS,MATH 32A,MATH 1C
75,De Anza College,UCLA,Applied Mathematics/B.S.,LOWER DIVISION MAJOR REQUIREMENTS,MATH 32B,MATH 1D
75,De Anza College,UCLA,Applied Mathematics/B.S.,LOWER DIVISION MAJOR REQUIREMENTS,MATH 31B,(MATH 1BH and MATH 1C) and (MATH 1C and MATH 1B) and (MATH 1CH and MATH 1B) and (MATH 1BH and MATH 1CH)
75,De Anza College,UCLA,Applied Mathematics/B.S.,LOWER DIVISION MAJOR REQUIREMENTS,MATH 31A,MATH 1A
75,De Anza College,UCLA,Applied Mathematics/B.S.,LOWER DIVISION MAJOR REQUIREMENTS,COMPTNG 10A,(CIS 22B and CIS 22A) and CIS 27
75,De Anza College,UCLA,Applied Mathematics/B.S.,LOWER DIVISION MAJOR REQUIREMENTS,CHEM 20A,(CHEM 1B and CHEM 1A)
75,De Anza College,UCLA,Applied Mathematics/B.S.,LOWER DIVISION MAJOR REQUIREMENTS,CHEM 20B,(CHEM 1B and CHEM 1C)
75,De Anza College,UCLA,Applied Mathematics/B.S.,LOWER DIVISION MAJOR REQUIREMENTS,PHYSICS 1C,PHYS 4C
75,De Anza College,UCLA,Environmental Science/B.S.,LOWER DIVISION MAJOR REQUIREMENTS,MATH 31B,(MATH 1BH and MATH 1C) and (MATH 1C and MATH 1B) and (MATH 1CH and MATH 1B) and (MATH 1BH and MATH 1CH)
75,De Anza College,UCLA,Environmental Science/B.S.,LOWER DIVISION MAJOR REQUIREMENTS,MATH 31A,MATH 1A
75,De Anza College,UCLA,Environmental Science/B.S.,LOWER DIVISION MAJOR REQUIREMENTS,LIFESCI 7A,BIOL 6B
75,De Anza College,UCLA,Environmental Science/B.S.,LOWER DIVISION MAJOR REQUIREMENTS,LIFESCI 7B,BIOL 6C and BIOL 6CH
75,De Anza College,UCLA,Environmental Science/B.S.,LOWER DIVISION MAJOR REQUIREMENTS,STATS 13,MATH 10
75,De Anza College,UCLA,Environmental Science/B.S.,LOWER DIVISION MAJOR REQUIREMENTS,STATS 12,MATH 10
75,De Anza College,UCLA,Anthropology/B.A.,LOWER DIVISION MAJOR REQUIREMENTS,ANTHRO 3,ANTH 2
75,De Anza College,UCLA,Anthropology/B.A.,LOWER DIVISION MAJOR REQUIREMENTS,ANTHRO 2,ANTH 4
75,De Anza College,UCLA,Anthropology/B.A.,LOWER DIVISION MAJOR REQUIREMENTS,ANTHRO 1,ANTH 1
75,De Anza College,UCLA,Anthropology/B.A.,LOWER DIVISION MAJOR REQUIREMENTS,ANTHRO 4,ANTH 6
75,De Anza College,UCLA,"Atmospheric, And Oceanic Sciences/Mathematics/B.S.",Requirements,COMPTNG 10A,(CIS 22B and CIS 22A) and CIS 27
75,De Anza College,UCLA,"Atmospheric, And Oceanic Sciences/Mathematics/B.S.",Requirements,MATH 31A,MATH 1A
75,De Anza College,UCLA,"Atmospheric, And Oceanic Sciences/Mathematics/B.S.",Requirements,MATH 31B,(MATH 1BH and MATH 1C) and (MATH 1C and MATH 1B) and (MATH 1CH and MATH 1B) and (MATH 1BH and MATH 1CH)
75,De Anza College,UCLA,"Atmospheric, And Oceanic Sciences/Mathematics/B.S.",Requirements,MATH 32A,MATH 1C
75,De Anza College,UCLA,"Atmospheric, And Oceanic Sciences/Mathematics/B.S.",Requirements,MATH 32B,MATH 1D
75,De Anza College,UCLA,"Atmospheric, And Oceanic Sciences/Mathematics/B.S.",Requirements,MATH 33A,MATH 2B
75,De Anza College,UCLA,"Atmospheric, And Oceanic Sciences/Mathematics/B.S.",Requirements,MATH 33B,MATH 2A
75,De Anza College,UCLA,"Atmospheric, And Oceanic Sciences/Mathematics/B.S.",Requirements,CHEM 20A,(CHEM 1B and CHEM 1A)
75,De Anza College,UCLA,"Atmospheric, And Oceanic Sciences/Mathematics/B.S.",Requirements,CHEM 20B,(CHEM 1B and CHEM 1C)
75,De Anza College,UCLA,Cognitive Science/B.S.,LOWER DIVISION MAJOR REQUIREMENTS,CHEM 17,(CHEM 10 or CHEM 25)
75,De Anza College,UCLA,Cognitive Science/B.S.,LOWER DIVISION MAJOR REQUIREMENTS,CHEM 20A,(CHEM 1B and CHEM 1A)
75,De Anza College,UCLA,Cognitive Science/B.S.,LOWER DIVISION MAJOR REQUIREMENTS,PHYSICS 10,PHYS 10 and PHYS 2A
75,De Anza College,UCLA,Cognitive Science/B.S.,LOWER DIVISION MAJOR REQUIREMENTS,PHYSICS 5A,PHYS 2A
75,De Anza College,UCLA,Cognitive Science/B.S.,LOWER DIVISION MAJOR REQUIREMENTS,PHYSICS 1A,PHYS 4A
75,De Anza College,UCLA,Cognitive Science/B.S.,LOWER DIVISION MAJOR REQUIREMENTS,LING 1,LING 1
75,De Anza College,UCLA,Cognitive Science/B.S.,LOWER DIVISION MAJOR REQUIREMENTS,MATH 31A,MATH 1A
75,De Anza College,UCLA,Cognitive Science/B.S.,LOWER DIVISION MAJOR REQUIREMENTS,MATH 31B,(MATH 1BH and MATH 1C) and (MATH 1C and MATH 1B) and (MATH 1CH and MATH 1B) and (MATH 1BH and MATH 1CH)
75,De Anza College,UCLA,Cognitive Science/B.S.,LOWER DIVISION MAJOR REQUIREMENTS,PSYCH 10,PSYC 1
75,De Anza College,UCLA,Cognitive Science/B.S.,LOWER DIVISION MAJOR REQUIREMENTS,LIFESCI 7A,BIOL 6B
75,De Anza College,UCLA,Cognitive Science/B.S.,LOWER DIVISION MAJOR REQUIREMENTS,LIFESCI 15,BIOL 10
75,De Anza College,UCLA,Cognitive Science/B.S.,LOWER DIVISION MAJOR REQUIREMENTS,PHYSCI 3,(BIOL 40B and BIOL 40A and BIOL 40C)
75,De Anza College,UCLA,Cognitive Science/B.S.,LOWER DIVISION MAJOR REQUIREMENTS,PHILOS 7,PHIL 1
75,De Anza College,UCLA,Cognitive Science/B.S.,LOWER DIVISION MAJOR REQUIREMENTS,PHILOS 31,PHIL 7
75,De Anza College,UCLA,Cognitive Science/B.S.,LOWER DIVISION MAJOR REQUIREMENTS,COMPTNG 10A,(CIS 22B and CIS 22A) and CIS 27
75,De Anza College,UCLA,Cognitive Science/B.S.,ADDITIONAL MAJOR REQUIREMENTS,STATS 20,CIS 44H
75,De Anza College,UCLA,Cognitive Science/B.S.,ADDITIONAL MAJOR REQUIREMENTS,COMPTNG 10B,CIS 28
75,De Anza College,UCLA,Cognitive Science/B.S.,ADDITIONAL MAJOR REQUIREMENTS,COMPTNG 16A,CIS 41B
75,De Anza College,UCLA,Sociology/B.A.,LOWER DIVISION MAJOR REQUIREMENTS,SOCIOL 20,SOC 14
75,De Anza College,UCLA,Sociology/B.A.,LOWER DIVISION MAJOR REQUIREMENTS,SOCIOL 1,SOC 1
75,De Anza College,UCLA,Sociology/B.A.,MATHEMATICS COURSES,STATS 10,MATH 10
75,De Anza College,UCLA,Sociology/B.A.,MATHEMATICS COURSES,STATS 13,MATH 10
75,De Anza College,UCLA,Statistics and Data Science/B.S.,LOWER DIVISION MAJOR REQUIREMENTS,MATH 31A,MATH 1A
75,De Anza College,UCLA,Statistics and Data Science/B.S.,LOWER DIVISION MAJOR REQUIREMENTS,MATH 31B,(MATH 1BH and MATH 1C) and (MATH 1C and MATH 1B) and (MATH 1CH and MATH 1B) and (MATH 1BH and MATH 1CH)
75,De Anza College,UCLA,Statistics and Data Science/B.S.,LOWER DIVISION MAJOR REQUIREMENTS,MATH 32A,MATH 1C
75,De Anza College,UCLA,Statistics and Data Science/B.S.,LOWER DIVISION MAJOR REQUIREMENTS,MATH 32B,MATH 1D
75,De Anza College,UCLA,Statistics and Data Science/B.S.,LOWER DIVISION MAJOR REQUIREMENTS,MATH 33A,MATH 2B
75,De Anza College,UCLA,Statistics and Data Science/B.S.,LOWER DIVISION MAJOR REQUIREMENTS,STATS 20,CIS 44H
75,De Anza College,UCLA,Statistics and Data Science/B.S.,LOWER DIVISION MAJOR REQUIREMENTS,STATS 12,MATH 10
75,De Anza College,UCLA,Statistics and Data Science/B.S.,LOWER DIVISION MAJOR REQUIREMENTS,STATS 13,MATH 10
75,De Anza College,UCLA,Statistics and Data Science/B.S.,LOWER DIVISION MAJOR REQUIREMENTS,STATS 10,MATH 10
75,De Anza College,UCLA,Korean/B.A.,LOWER DIVISION MAJOR REQUIREMENTS,ASIA AM 30,ASAM 21 and ASAM 20 and ASAM 32
75,De Anza College,UCLA,Latin American Studies/B.A.,LOWER DIVISION MAJOR REQUIREMENTS,ANTHRO 3,ANTH 2
75,De Anza College,UCLA,Latin American Studies/B.A.,LOWER DIVISION MAJOR REQUIREMENTS,GEOG 3,GEO 4
75,De Anza College,UCLA,Latin American Studies/B.A.,LOWER DIVISION MAJOR REQUIREMENTS,HIST 22,HIST 3C
75,De Anza College,UCLA,Latin American Studies/B.A.,LOWER DIVISION MAJOR REQUIREMENTS,ECON 2,ECON 1H and ECON 1
75,De Anza College,UCLA,Latin American Studies/B.A.,LOWER DIVISION MAJOR REQUIREMENTS,ECON 1,ECON 2 and ECON 2H
75,De Anza College,UCLA,Latin American Studies/B.A.,LOWER DIVISION MAJOR REQUIREMENTS,SOCIOL 1,SOC 1
75,De Anza College,UCLA,Latin American Studies/B.A.,LOWER DIVISION MAJOR REQUIREMENTS,GEOG 6,GEO 10
75,De Anza College,UCLA,Latin American Studies/B.A.,LOWER DIVISION MAJOR REQUIREMENTS,POL SCI 50,POLI 2
75,De Anza College,UCLA,Global Studies/B.A.,METHODS COURSE,STATS 10,MATH 10
75,De Anza College,UCLA,Global Studies/B.A.,METHODS COURSE,STATS 12,MATH 10
75,De Anza College,UCLA,Global Studies/B.A.,METHODS COURSE,STATS 13,MATH 10
75,De Anza College,UCLA,Global Studies/B.A.,GOVERNANCE AND CONFLICT,POL SCI 20,POLI 3
75,De Anza College,UCLA,Global Studies/B.A.,GOVERNANCE AND CONFLICT,SOCIOL 1,SOC 1
75,De Anza College,UCLA,Global Studies/B.A.,GOVERNANCE AND CONFLICT,HIST 22,HIST 3C
75,De Anza College,UCLA,Global Studies/B.A.,GOVERNANCE AND CONFLICT,POL SCI 10,POLI 5
75,De Anza College,UCLA,Global Studies/B.A.,GOVERNANCE AND CONFLICT,POL SCI 50,POLI 2
75,De Anza College,UCLA,Global Studies/B.A.,GOVERNANCE AND CONFLICT,HIST 1C,HIST 6C
75,De Anza College,UCLA,Global Studies/B.A.,MARKET/RESOURCES,ECON 1,ECON 2 and ECON 2H
75,De Anza College,UCLA,Global Studies/B.A.,MARKET/RESOURCES,ECON 2,ECON 1H and ECON 1
75,De Anza College,UCLA,Global Studies/B.A.,CULTURE/SOCIETY: GRP I,GEOG 6,GEO 10
